doc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
76.female.ISFJ.Dutch.A.txt,0.001,0.152,0.257,0.142,0.088,0.1,0.052,0.061,0.048,0.03,0.016,0.022,0.015,0.009,0.004,0.002,0.002,0.001,nan,nan,nan,0.001,nan,nan,nan,nan
77.male.INFJ.Dutch.Other.txt,0.005,0.188,0.219,0.12,0.066,0.101,0.043,0.067,0.055,0.041,0.026,0.028,0.013,0.019,0.003,0.001,0.001,0.001,0.003,0.001,nan,0.001,nan,nan,nan,nan
78.female.ENFJ.Dutch.A.txt,nan,0.186,0.28,0.115,0.077,0.071,0.055,0.048,0.059,0.036,0.028,0.02,0.016,0.005,0.001,0.001,nan,0.001,nan,0.001,nan,nan,nan,nan,nan,nan
79.female.ESFJ.Dutch.A.txt,nan,0.159,0.24,0.12,0.078,0.11,0.05,0.073,0.048,0.037,0.029,0.025,0.01,0.009,0.003,0.005,0.002,0.001,nan,nan,nan,nan,nan,nan,0.001,nan
8.male.INTJ.Dutch.A.txt,nan,0.162,0.275,0.125,0.098,0.079,0.069,0.051,0.041,0.031,0.032,0.021,0.009,0.004,0.002,0.001,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan
80.male.ENTJ.Dutch.A.txt,0.002,0.172,0.223,0.133,0.066,0.103,0.071,0.073,0.052,0.033,0.023,0.025,0.012,0.008,0.002,0.003,nan,0.001,0.001,0.001,nan,nan,nan,nan,nan,nan
81.female.ENFJ.Dutch.A.txt,nan,0.198,0.225,0.117,0.096,0.093,0.073,0.062,0.032,0.042,0.026,0.014,0.01,0.004,0.003,nan,0.001,nan,0.001,nan,nan,0.001,nan,nan,0.001,nan
82.female.INTJ.Dutch.A.txt,0.001,0.185,0.257,0.137,0.082,0.104,0.038,0.045,0.048,0.026,0.039,0.016,0.01,0.007,0.002,nan,0.001,0.001,0.001,nan,nan,nan,nan,nan,nan,nan
83.female.ISFJ.Dutch.A.txt,0.001,0.169,0.259,0.132,0.091,0.079,0.055,0.059,0.054,0.033,0.024,0.018,0.011,0.004,0.003,0.002,0.004,0.001,0.001,0.001,nan,nan,nan,nan,nan,nan
84.female.ENFP.Dutch.Other.txt,0.001,0.175,0.233,0.164,0.092,0.089,0.059,0.062,0.039,0.02,0.028,0.019,0.012,0.002,0.004,nan,0.002,0.001,nan,0.001,nan,nan,nan,nan,nan,nan
85.female.ISTJ.Dutch.A.txt,nan,0.168,0.262,0.126,0.09,0.107,0.05,0.073,0.034,0.03,0.024,0.016,0.009,0.003,0.002,0.002,0.002,nan,0.002,nan,nan,nan,0.001,nan,nan,nan
86.male.ENFJ.Dutch.A.txt,nan,0.179,0.232,0.133,0.089,0.085,0.05,0.053,0.042,0.034,0.041,0.023,0.014,0.013,0.001,0.003,0.002,0.003,0.001,0.001,nan,nan,nan,nan,nan,nan
87.female.ESFJ.Dutch.A.txt,0.004,0.187,0.227,0.084,0.069,0.093,0.061,0.054,0.043,0.053,0.04,0.033,0.024,0.01,0.003,0.004,0.004,0.004,0.001,nan,0.001,nan,nan,nan,nan,nan
88.female.ESFJ.Dutch.A.txt,nan,0.194,0.226,0.144,0.109,0.094,0.056,0.044,0.04,0.021,0.035,0.012,0.01,0.007,0.004,0.002,0.002,nan,0.001,nan,nan,nan,nan,nan,nan,nan
89.female.ENFJ.Dutch.A.txt,nan,0.166,0.262,0.132,0.078,0.106,0.059,0.06,0.037,0.03,0.02,0.025,0.011,0.007,0.003,0.002,nan,0.001,0.001,nan,nan,nan,nan,nan,nan,nan
9.female.ENFJ.Dutch.A.txt,nan,0.166,0.253,0.13,0.074,0.105,0.064,0.053,0.039,0.036,0.034,0.019,0.011,0.005,0.002,0.004,0.002,0.002,nan,nan,0.002,0.001,nan,nan,nan,nan
90.female.ENFP.Dutch.A.txt,0.001,0.201,0.233,0.144,0.086,0.084,0.05,0.048,0.046,0.038,0.033,0.014,0.007,0.008,0.001,nan,0.001,0.002,0.001,0.002,nan,nan,nan,nan,nan,nan
91.female.ENFJ.Dutch.A.txt,nan,0.183,0.251,0.108,0.088,0.104,0.069,0.053,0.041,0.033,0.025,0.018,0.014,0.006,0.003,0.002,0.001,0.002,0.001,nan,nan,nan,nan,nan,nan,nan
92.female.INFJ.Dutch.A.txt,0.001,0.178,0.245,0.109,0.074,0.098,0.047,0.08,0.05,0.035,0.025,0.022,0.023,0.006,0.002,0.001,0.002,0.001,0.001,0.001,nan,nan,nan,nan,nan,0.001
93.female.ISFJ.Dutch.A.txt,0.001,0.201,0.218,0.138,0.082,0.109,0.051,0.066,0.037,0.028,0.026,0.012,0.011,0.009,0.002,0.003,0.002,nan,nan,0.002,0.002,nan,nan,nan,nan,nan
94.female.ESFJ.Dutch.A.txt,nan,0.175,0.272,0.164,0.073,0.105,0.046,0.052,0.032,0.019,0.016,0.019,0.011,0.007,0.001,0.003,0.001,nan,0.001,0.001,0.001,nan,nan,nan,nan,nan
95.female.ESFJ.Dutch.A.txt,0.001,0.194,0.23,0.136,0.078,0.124,0.066,0.047,0.042,0.025,0.018,0.019,0.009,0.006,0.001,0.001,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan
96.female.ESFJ.Dutch.A.txt,0.001,0.2,0.252,0.128,0.084,0.077,0.045,0.036,0.056,0.038,0.039,0.015,0.022,0.003,0.001,0.001,nan,nan,nan,nan,nan,0.001,nan,nan,0.001,nan
97.female.INTJ.Dutch.OV.txt,0.001,0.185,0.225,0.135,0.085,0.092,0.06,0.055,0.045,0.043,0.021,0.02,0.013,0.014,0.001,nan,0.002,0.001,nan,0.001,nan,nan,0.001,nan,nan,nan
98.female.ENFP.Dutch.Other.txt,nan,0.192,0.229,0.112,0.092,0.086,0.054,0.061,0.042,0.044,0.036,0.016,0.01,0.013,0.003,0.006,0.002,0.002,nan,nan,0.002,nan,nan,nan,nan,nan
99.female.ISFJ.Dutch.A.txt,0.001,0.17,0.241,0.151,0.091,0.098,0.046,0.059,0.038,0.038,0.02,0.019,0.014,0.006,0.001,0.002,0.002,nan,0.002,0.002,nan,nan,nan,nan,nan,nan
